"Plot Title: 21411022"
"#","Date Time, GMT+02:00","Abs Pres, kPa (LGR S/N: 21411022, SEN S/N: 21411022)","Temp, °C (LGR S/N: 21411022, SEN S/N: 21411022)","Coupler Detached (LGR S/N: 21411022)","Coupler Attached (LGR S/N: 21411022)","Host Connected (LGR S/N: 21411022)","End Of File (LGR S/N: 21411022)"
4085,02/03/2023 09:00:00 AM,64.063,-5.620,,,,
4086,02/03/2023 10:00:00 AM,64.087,-4.636,,,,
4087,02/03/2023 11:00:00 AM,64.082,-4.031,,,,
4088,02/03/2023 12:00:00 PM,64.109,-2.962,,,,
4089,02/03/2023 01:00:00 PM,64.104,-4.272,,,,
4090,02/03/2023 02:00:00 PM,64.113,-5.496,,,,
4091,02/03/2023 03:00:00 PM,64.088,-6.246,,,,
4092,02/03/2023 04:00:00 PM,64.089,-7.138,,,,
4093,02/03/2023 05:00:00 PM,64.049,-8.182,,,,
4094,02/03/2023 06:00:00 PM,64.054,-8.314,,,,
4095,02/03/2023 07:00:00 PM,64.065,-8.314,,,,
4096,02/03/2023 08:00:00 PM,64.014,-8.447,,,,
4097,02/03/2023 09:00:00 PM,64.030,-8.580,,,,
4098,02/03/2023 10:00:00 PM,64.032,-8.982,,,,
4099,02/03/2023 11:00:00 PM,63.945,-9.388,,,,
4100,02/04/2023 12:00:00 AM,63.924,-9.799,,,,
4101,02/04/2023 01:00:00 AM,63.947,-10.214,,,,
4102,02/04/2023 02:00:00 AM,64.080,-10.214,,,,
4103,02/04/2023 03:00:00 AM,64.091,-10.214,,,,
4104,02/04/2023 04:00:00 AM,64.125,-10.634,,,,
4105,02/04/2023 05:00:00 AM,64.154,-10.916,,,,
4106,02/04/2023 06:00:00 AM,64.201,-9.799,,,,
4107,02/04/2023 07:00:00 AM,64.215,-8.847,,,,
4108,02/04/2023 08:00:00 AM,64.251,-7.918,,,,
4109,02/04/2023 09:00:00 AM,64.195,-5.870,,,,
4110,02/04/2023 10:00:00 AM,64.235,-6.882,,,,
4111,02/04/2023 11:00:00 AM,64.279,-6.882,,,,
4112,02/04/2023 12:00:00 PM,64.307,-5.620,,,,
4113,02/04/2023 01:00:00 PM,64.341,-6.754,,,,
4114,02/04/2023 02:00:00 PM,64.358,-7.527,,,,
4115,02/04/2023 03:00:00 PM,64.386,-8.982,,,,
4116,02/04/2023 04:00:00 PM,64.410,-9.388,,,,
4117,02/04/2023 05:00:00 PM,64.419,-10.075,,,,
4118,02/04/2023 06:00:00 PM,64.420,-10.916,,,,
4119,02/04/2023 07:00:00 PM,64.379,-11.487,,,,
4120,02/04/2023 08:00:00 PM,64.355,-12.361,,,,
4121,02/04/2023 09:00:00 PM,64.339,-12.658,,,,
4122,02/04/2023 10:00:00 PM,64.282,-13.107,,,,
4123,02/04/2023 11:00:00 PM,64.274,-13.258,,,,
4124,02/05/2023 12:00:00 AM,64.200,-13.409,,,,
4125,02/05/2023 01:00:00 AM,64.189,-13.409,,,,
4126,02/05/2023 02:00:00 AM,64.186,-13.258,,,,
4127,02/05/2023 03:00:00 AM,64.194,-13.107,,,,
4128,02/05/2023 04:00:00 AM,64.194,-13.107,,,,
4129,02/05/2023 05:00:00 AM,64.224,-12.956,,,,
4130,02/05/2023 06:00:00 AM,64.177,-12.807,,,,
4131,02/05/2023 07:00:00 AM,64.190,-11.922,,,,
4132,02/05/2023 08:00:00 AM,64.171,-9.937,,,,
4133,02/05/2023 09:00:00 AM,64.123,-8.713,,,,
4134,02/05/2023 10:00:00 AM,64.048,-7.527,,,,
4135,02/05/2023 11:00:00 AM,64.059,-5.003,,,,
4136,02/05/2023 12:00:00 PM,64.082,-3.553,,,,
4137,02/05/2023 01:00:00 PM,64.071,-4.272,,,,
4138,02/05/2023 02:00:00 PM,64.086,-6.754,,,,
4139,02/05/2023 03:00:00 PM,64.098,-8.314,,,,
4140,02/05/2023 04:00:00 PM,64.078,-9.388,,,,
4141,02/05/2023 05:00:00 PM,64.051,-10.353,,,,
4142,02/05/2023 06:00:00 PM,64.051,-10.353,,,,
4143,02/05/2023 07:00:00 PM,64.066,-10.493,,,,
4144,02/05/2023 08:00:00 PM,64.055,-10.916,,,,
4145,02/05/2023 09:00:00 PM,64.070,-11.058,,,,
4146,02/05/2023 10:00:00 PM,64.040,-11.200,,,,
4147,02/05/2023 11:00:00 PM,64.013,-11.922,,,,
4148,02/06/2023 12:00:00 AM,63.969,-11.922,,,,
4149,02/06/2023 01:00:00 AM,63.984,-11.631,,,,
4150,02/06/2023 02:00:00 AM,63.984,-11.631,,,,
4151,02/06/2023 03:00:00 AM,63.980,-11.922,,,,
4152,02/06/2023 04:00:00 AM,64.017,-12.068,,,,
4153,02/06/2023 05:00:00 AM,64.039,-12.068,,,,
4154,02/06/2023 06:00:00 AM,64.054,-11.776,,,,
4155,02/06/2023 07:00:00 AM,64.095,-11.200,,,,
4156,02/06/2023 08:00:00 AM,64.099,-10.493,,,,
4157,02/06/2023 09:00:00 AM,63.950,-8.847,,,,
4158,02/06/2023 10:00:00 AM,64.016,-8.182,,,,
4159,02/06/2023 11:00:00 AM,64.008,-6.754,,,,
4160,02/06/2023 12:00:00 PM,64.072,-7.267,,,,
4161,02/06/2023 01:00:00 PM,64.107,-7.918,,,,
4162,02/06/2023 02:00:00 PM,64.129,-9.252,,,,
4163,02/06/2023 03:00:00 PM,64.206,-10.774,,,,
4164,02/06/2023 04:00:00 PM,64.231,-11.776,,,,
4165,02/06/2023 05:00:00 PM,64.248,-12.509,,,,
4166,02/06/2023 06:00:00 PM,64.293,-13.107,,,,
4167,02/06/2023 07:00:00 PM,64.269,-13.562,,,,
4168,02/06/2023 08:00:00 PM,64.247,-14.178,,,,
4169,02/06/2023 09:00:00 PM,64.210,-14.648,,,,
4170,02/06/2023 10:00:00 PM,64.234,-14.806,,,,
4171,02/06/2023 11:00:00 PM,64.217,-15.124,,,,
4172,02/07/2023 12:00:00 AM,64.221,-15.446,,,,
4173,02/07/2023 01:00:00 AM,64.214,-15.770,,,,
4174,02/07/2023 02:00:00 AM,64.176,-16.264,,,,
4175,02/07/2023 03:00:00 AM,64.196,-16.098,,,,
4176,02/07/2023 04:00:00 AM,64.218,-16.098,,,,
4177,02/07/2023 05:00:00 AM,64.236,-15.770,,,,
4178,02/07/2023 06:00:00 AM,64.232,-15.446,,,,
4179,02/07/2023 07:00:00 AM,64.235,-14.178,,,,
4180,02/07/2023 08:00:00 AM,64.252,-13.258,,,,
4181,02/07/2023 09:00:00 AM,64.042,-12.214,,,,
4182,02/07/2023 10:00:00 AM,64.077,-11.344,,,,
4183,02/07/2023 11:00:00 AM,64.187,-8.982,,,,
4184,02/07/2023 12:00:00 PM,64.202,-9.117,,,,
4185,02/07/2023 01:00:00 PM,64.206,-11.200,,,,
4186,02/07/2023 02:00:00 PM,64.216,-13.107,,,,
4187,02/07/2023 03:00:00 PM,64.271,-14.334,,,,
4188,02/07/2023 04:00:00 PM,64.278,-14.806,,,,
4189,02/07/2023 05:00:00 PM,64.294,-15.124,,,,
4190,02/07/2023 06:00:00 PM,64.278,-15.608,,,,
4191,02/07/2023 07:00:00 PM,64.253,-16.264,,,,
4192,02/07/2023 08:00:00 PM,64.251,-16.098,,,,
4193,02/07/2023 09:00:00 PM,64.238,-15.934,,,,
4194,02/07/2023 10:00:00 PM,64.207,-16.098,,,,
4195,02/07/2023 11:00:00 PM,64.198,-16.264,,,,
4196,02/08/2023 12:00:00 AM,64.176,-16.264,,,,
4197,02/08/2023 01:00:00 AM,64.146,-16.597,,,,
4198,02/08/2023 02:00:00 AM,64.135,-16.597,,,,
4199,02/08/2023 03:00:00 AM,64.135,-16.597,,,,
4200,02/08/2023 04:00:00 AM,64.103,-16.765,,,,
4201,02/08/2023 05:00:00 AM,64.084,-17.103,,,,
4202,02/08/2023 06:00:00 AM,64.073,-15.934,,,,
4203,02/08/2023 07:00:00 AM,64.048,-14.178,,,,
4204,02/08/2023 08:00:00 AM,64.009,-12.214,,,,
4205,02/08/2023 09:00:00 AM,63.779,-9.388,,,,
4206,02/08/2023 10:00:00 AM,63.750,-6.373,,,,
4207,02/08/2023 11:00:00 AM,63.805,-3.792,,,,
4208,02/08/2023 12:00:00 PM,63.827,-4.031,,,,
4209,02/08/2023 01:00:00 PM,63.812,-5.995,,,,
4210,02/08/2023 02:00:00 PM,63.776,-7.657,,,,
4211,02/08/2023 03:00:00 PM,63.779,-8.713,,,,
4212,02/08/2023 04:00:00 PM,63.790,-9.388,,,,
4213,02/08/2023 05:00:00 PM,63.762,-9.937,,,,
4214,02/08/2023 06:00:00 PM,63.741,-10.353,,,,
4215,02/08/2023 07:00:00 PM,63.716,-10.634,,,,
4216,02/08/2023 08:00:00 PM,63.679,-10.916,,,,
4217,02/08/2023 09:00:00 PM,63.620,-11.200,,,,
4218,02/08/2023 10:00:00 PM,63.579,-11.344,,,,
4219,02/08/2023 11:00:00 PM,63.557,-11.344,,,,
4220,02/09/2023 12:00:00 AM,63.576,-11.200,,,,
4221,02/09/2023 01:00:00 AM,63.513,-11.344,,,,
4222,02/09/2023 02:00:00 AM,63.472,-11.487,,,,
4223,02/09/2023 03:00:00 AM,63.450,-11.922,,,,
4224,02/09/2023 04:00:00 AM,63.486,-12.068,,,,
4225,02/09/2023 05:00:00 AM,63.498,-11.631,,,,
4226,02/09/2023 06:00:00 AM,63.520,-10.774,,,,
4227,02/09/2023 07:00:00 AM,63.463,-9.937,,,,
4228,02/09/2023 08:00:00 AM,63.449,-9.117,,,,
4229,02/09/2023 09:00:00 AM,63.148,-7.138,,,,
4230,02/09/2023 10:00:00 AM,63.188,-5.372,,,,
4231,02/09/2023 11:00:00 AM,63.172,-3.316,,,,
4232,02/09/2023 12:00:00 PM,63.194,-4.758,,,,
4233,02/09/2023 01:00:00 PM,63.201,-6.499,,,,
4234,02/09/2023 02:00:00 PM,63.194,-7.787,,,,
4235,02/09/2023 03:00:00 PM,63.190,-8.314,,,,
4236,02/09/2023 04:00:00 PM,63.226,-8.713,,,,
4237,02/09/2023 05:00:00 PM,63.261,-9.117,,,,
4238,02/09/2023 06:00:00 PM,63.271,-9.799,,,,
4239,02/09/2023 07:00:00 PM,63.291,-10.075,,,,
4240,02/09/2023 08:00:00 PM,63.306,-10.634,,,,
4241,02/09/2023 09:00:00 PM,63.380,-11.344,,,,
4242,02/09/2023 10:00:00 PM,63.420,-12.068,,,,
4243,02/09/2023 11:00:00 PM,63.457,-12.214,,,,
4244,02/10/2023 12:00:00 AM,63.431,-12.068,,,,
4245,02/10/2023 01:00:00 AM,63.446,-12.214,,,,
4246,02/10/2023 02:00:00 AM,63.403,-12.807,,,,
4247,02/10/2023 03:00:00 AM,63.401,-13.258,,,,
4248,02/10/2023 04:00:00 AM,63.435,-13.868,,,,
4249,02/10/2023 05:00:00 AM,63.443,-13.715,,,,
4250,02/10/2023 06:00:00 AM,63.479,-13.258,,,,
4251,02/10/2023 07:00:00 AM,63.482,-12.361,,,,
4252,02/10/2023 08:00:00 AM,63.509,-11.200,,,,
4253,02/10/2023 09:00:00 AM,63.475,-10.353,,,,
4254,02/10/2023 10:00:00 AM,63.455,-9.662,,,,
4255,02/10/2023 11:00:00 AM,63.506,-9.525,,,,
4256,02/10/2023 12:00:00 PM,63.515,-9.799,,,,
4257,02/10/2023 01:00:00 PM,63.527,-10.214,,,,
4258,02/10/2023 02:00:00 PM,63.579,-11.344,,,,
4259,02/10/2023 03:00:00 PM,63.609,-11.631,,,,
4260,02/10/2023 04:00:00 PM,63.627,-11.487,,,,
4261,02/10/2023 05:00:00 PM,63.652,-12.068,,,,
4262,02/10/2023 06:00:00 PM,63.656,-12.214,,,,
4263,02/10/2023 07:00:00 PM,63.672,-12.956,,,,
4264,02/10/2023 08:00:00 PM,63.714,-13.409,,,,
4265,02/10/2023 09:00:00 PM,63.736,-14.023,,,,
4266,02/10/2023 10:00:00 PM,63.689,-13.868,,,,
4267,02/10/2023 11:00:00 PM,63.716,-14.178,,,,
4268,02/11/2023 12:00:00 AM,63.739,-14.178,,,,
4269,02/11/2023 01:00:00 AM,63.780,-14.023,,,,
4270,02/11/2023 02:00:00 AM,63.837,-14.806,,,,
4271,02/11/2023 03:00:00 AM,63.861,-14.965,,,,
4272,02/11/2023 04:00:00 AM,63.881,-14.806,,,,
4273,02/11/2023 05:00:00 AM,63.932,-15.285,,,,
4274,02/11/2023 06:00:00 AM,63.967,-15.446,,,,
4275,02/11/2023 07:00:00 AM,64.011,-14.648,,,,
4276,02/11/2023 08:00:00 AM,64.018,-13.715,,,,
4277,02/11/2023 09:00:00 AM,63.859,-11.922,,,,
4278,02/11/2023 10:00:00 AM,63.744,-8.982,,,,
4279,02/11/2023 11:00:00 AM,63.899,-8.982,,,,
4280,02/11/2023 12:00:00 PM,63.967,-9.388,,,,
4281,02/11/2023 01:00:00 PM,63.985,-11.200,,,,
4282,02/11/2023 02:00:00 PM,64.022,-12.807,,,,
4283,02/11/2023 03:00:00 PM,64.078,-14.023,,,,
4284,02/11/2023 04:00:00 PM,64.095,-15.124,,,,
4285,02/11/2023 05:00:00 PM,64.106,-15.124,,,,
4286,02/11/2023 06:00:00 PM,64.128,-15.124,,,,
4287,02/11/2023 07:00:00 PM,64.117,-15.934,,,,
4288,02/11/2023 08:00:00 PM,64.126,-15.770,,,,
4289,02/11/2023 09:00:00 PM,64.122,-15.446,,,,
4290,02/11/2023 10:00:00 PM,64.093,-15.770,,,,
4291,02/11/2023 11:00:00 PM,64.109,-16.264,,,,
4292,02/12/2023 12:00:00 AM,64.091,-16.597,,,,
4293,02/12/2023 01:00:00 AM,64.102,-16.597,,,,
4294,02/12/2023 02:00:00 AM,64.149,-16.934,,,,
4295,02/12/2023 03:00:00 AM,64.197,-17.446,,,,
4296,02/12/2023 04:00:00 AM,64.243,-17.792,,,,
4297,02/12/2023 05:00:00 AM,64.300,-17.966,,,,
4298,02/12/2023 06:00:00 AM,64.354,-17.792,,,,
4299,02/12/2023 07:00:00 AM,64.405,-17.274,,,,
4300,02/12/2023 08:00:00 AM,64.428,-16.098,,,,
4301,02/12/2023 09:00:00 AM,64.321,-14.023,,,,
4302,02/12/2023 10:00:00 AM,64.187,-11.344,,,,
4303,02/12/2023 11:00:00 AM,64.361,-9.252,,,,
4304,02/12/2023 12:00:00 PM,64.487,-9.388,,,,
4305,02/12/2023 01:00:00 PM,64.500,-10.214,,,,
4306,02/12/2023 02:00:00 PM,64.523,-11.487,,,,
4307,02/12/2023 03:00:00 PM,64.584,-12.214,,,,
4308,02/12/2023 04:00:00 PM,64.602,-14.334,,,,
4309,02/12/2023 05:00:00 PM,64.613,-15.934,,,,
4310,02/12/2023 06:00:00 PM,64.615,-16.098,,,,
4311,02/12/2023 07:00:00 PM,64.595,-16.264,,,,
4312,02/12/2023 08:00:00 PM,64.589,-16.765,,,,
4313,02/12/2023 09:00:00 PM,64.558,-17.103,,,,
4314,02/12/2023 10:00:00 PM,64.519,-17.792,,,,
4315,02/12/2023 11:00:00 PM,64.445,-18.318,,,,
4316,02/13/2023 12:00:00 AM,64.423,-18.496,,,,
4317,02/13/2023 01:00:00 AM,64.380,-18.675,,,,
4318,02/13/2023 02:00:00 AM,64.379,-18.496,,,,
4319,02/13/2023 03:00:00 AM,64.325,-18.854,,,,
4320,02/13/2023 04:00:00 AM,64.326,-19.035,,,,
4321,02/13/2023 05:00:00 AM,64.282,-19.035,,,,
4322,02/13/2023 06:00:00 AM,64.286,-17.618,,,,
4323,02/13/2023 07:00:00 AM,64.266,-16.430,,,,
4324,02/13/2023 08:00:00 AM,64.197,-15.285,,,,
4325,02/13/2023 09:00:00 AM,64.120,-13.868,,,,
4326,02/13/2023 10:00:00 AM,64.074,-12.658,,,,
4327,02/13/2023 11:00:00 AM,64.075,-12.214,,,,
4328,02/13/2023 12:00:00 PM,64.047,-11.922,,,,
4329,02/13/2023 01:00:00 PM,64.127,-12.068,,,,
4330,02/13/2023 02:00:00 PM,64.112,-12.361,,,,
4331,02/13/2023 03:00:00 PM,64.155,-12.807,,,,
4332,02/13/2023 04:00:00 PM,64.153,-13.258,,,,
4333,02/13/2023 05:00:00 PM,64.147,-13.562,,,,
4334,02/13/2023 06:00:00 PM,64.172,-13.715,,,,
4335,02/13/2023 07:00:00 PM,64.153,-13.868,,,,
4336,02/13/2023 08:00:00 PM,64.167,-14.023,,,,
4337,02/13/2023 09:00:00 PM,64.161,-14.334,,,,
4338,02/13/2023 10:00:00 PM,64.169,-14.178,,,,
4339,02/13/2023 11:00:00 PM,64.144,-14.023,,,,
4340,02/14/2023 12:00:00 AM,64.153,-13.868,,,,
4341,02/14/2023 01:00:00 AM,64.142,-13.868,,,,
4342,02/14/2023 02:00:00 AM,64.183,-13.715,,,,
4343,02/14/2023 03:00:00 AM,64.205,-13.715,,,,
4344,02/14/2023 04:00:00 AM,64.238,-13.715,,,,
4345,02/14/2023 05:00:00 AM,64.250,-13.715,,,,
4346,02/14/2023 06:00:00 AM,64.271,-13.107,,,,
4347,02/14/2023 07:00:00 AM,64.289,-12.361,,,,
4348,02/14/2023 08:00:00 AM,64.291,-11.058,,,,
4349,02/14/2023 09:00:00 AM,64.271,-9.937,,,,
4350,02/14/2023 10:00:00 AM,64.233,-8.713,,,,
4351,02/14/2023 11:00:00 AM,64.226,-7.527,,,,
4352,02/14/2023 12:00:00 PM,64.275,-8.314,,,,
4353,02/14/2023 01:00:00 PM,64.284,-9.252,,,,
4354,02/14/2023 02:00:00 PM,64.305,-10.353,,,,
4355,02/14/2023 03:00:00 PM,64.383,-10.774,,,,
4356,02/14/2023 04:00:00 PM,64.390,-11.058,,,,
4357,02/14/2023 05:00:00 PM,64.394,-11.200,,,,
4358,02/14/2023 06:00:00 PM,64.412,-11.487,,,,
4359,02/14/2023 07:00:00 PM,64.405,-11.631,,,,
4360,02/14/2023 08:00:00 PM,64.397,-11.776,,,,
4361,02/14/2023 09:00:00 PM,64.367,-11.922,,,,
4362,02/14/2023 10:00:00 PM,64.360,-12.068,,,,
4363,02/14/2023 11:00:00 PM,64.348,-12.068,,,,
4364,02/15/2023 12:00:00 AM,64.353,-11.776,,,,
4365,02/15/2023 01:00:00 AM,64.345,-11.922,,,,
4366,02/15/2023 02:00:00 AM,64.342,-11.776,,,,
4367,02/15/2023 03:00:00 AM,64.364,-11.776,,,,
4368,02/15/2023 04:00:00 AM,64.386,-11.776,,,,
4369,02/15/2023 05:00:00 AM,64.412,-11.487,,,,
4370,02/15/2023 06:00:00 AM,64.394,-11.200,,,,
4371,02/15/2023 07:00:00 AM,64.423,-10.634,,,,
4372,02/15/2023 08:00:00 AM,64.393,-9.937,,,,
4373,02/15/2023 09:00:00 AM,64.347,-9.525,,,,
4374,02/15/2023 10:00:00 AM,64.301,-9.117,,,,
4375,02/15/2023 11:00:00 AM,64.242,-8.982,,,,
4376,02/15/2023 12:00:00 PM,64.226,-8.847,,,,
4377,02/15/2023 01:00:00 PM,64.264,-8.982,,,,
4378,02/15/2023 02:00:00 PM,64.206,-9.252,,,,
4379,02/15/2023 03:00:00 PM,64.177,-9.388,,,,
4380,02/15/2023 04:00:00 PM,64.148,-9.525,,,,
4381,02/15/2023 05:00:00 PM,64.134,-9.799,,,,
4382,02/15/2023 06:00:00 PM,64.079,-9.799,,,,
4383,02/15/2023 07:00:00 PM,64.006,-9.937,,,,
4384,02/15/2023 08:00:00 PM,63.994,-9.937,,,,
4385,02/15/2023 09:00:00 PM,64.050,-9.937,,,,
4386,02/15/2023 10:00:00 PM,64.039,-9.937,,,,
4387,02/15/2023 11:00:00 PM,64.039,-9.937,,,,
4388,02/16/2023 12:00:00 AM,64.039,-9.937,,,,
4389,02/16/2023 01:00:00 AM,64.017,-9.937,,,,
4390,02/16/2023 02:00:00 AM,64.068,-9.799,,,,
4391,02/16/2023 03:00:00 AM,64.079,-9.799,,,,
4392,02/16/2023 04:00:00 AM,64.112,-9.799,,,,
4393,02/16/2023 05:00:00 AM,64.129,-9.252,,,,
4394,02/16/2023 06:00:00 AM,64.138,-8.847,,,,
4395,02/16/2023 07:00:00 AM,64.103,-8.447,,,,
4396,02/16/2023 08:00:00 AM,64.089,-8.050,,,,
4397,02/16/2023 09:00:00 AM,64.064,-7.657,,,,
4398,02/16/2023 10:00:00 AM,64.017,-7.267,,,,
4399,02/16/2023 11:00:00 AM,64.034,-7.138,,,,
4400,02/16/2023 12:00:00 PM,64.051,-7.010,,,,
4401,02/16/2023 01:00:00 PM,64.056,-7.138,,,,
4402,02/16/2023 02:00:00 PM,64.066,-7.397,,,,
4403,02/16/2023 03:00:00 PM,64.071,-7.527,,,,
4404,02/16/2023 04:00:00 PM,64.135,-7.787,,,,
4405,02/16/2023 05:00:00 PM,64.157,-7.787,,,,
4406,02/16/2023 06:00:00 PM,64.151,-7.918,,,,
4407,02/16/2023 07:00:00 PM,64.155,-8.050,,,,
4408,02/16/2023 08:00:00 PM,64.178,-8.050,,,,
4409,02/16/2023 09:00:00 PM,64.193,-8.182,,,,
4410,02/16/2023 10:00:00 PM,64.193,-8.182,,,,
4411,02/16/2023 11:00:00 PM,64.204,-8.182,,,,
4412,02/17/2023 12:00:00 AM,64.204,-8.182,,,,
4413,02/17/2023 01:00:00 AM,64.220,-8.314,,,,
4414,02/17/2023 02:00:00 AM,64.293,-8.182,,,,
4415,02/17/2023 03:00:00 AM,64.348,-8.182,,,,
4416,02/17/2023 04:00:00 AM,64.393,-8.182,,,,
4417,02/17/2023 05:00:00 AM,64.421,-8.050,,,,
4418,02/17/2023 06:00:00 AM,64.461,-7.918,,,,
4419,02/17/2023 07:00:00 AM,64.513,-7.527,,,,
4420,02/17/2023 08:00:00 AM,64.566,-7.138,,,,
4421,02/17/2023 09:00:00 AM,64.530,-6.499,,,,
4422,02/17/2023 10:00:00 AM,64.484,-5.620,,,,
4423,02/17/2023 11:00:00 AM,64.431,-1.456,,,,
4424,02/17/2023 12:00:00 PM,64.491,-2.610,,,,
4425,02/17/2023 01:00:00 PM,64.514,-3.553,,,,
4426,02/17/2023 02:00:00 PM,64.585,-4.880,,,,
4427,02/17/2023 03:00:00 PM,64.582,-6.120,,,,
4428,02/17/2023 04:00:00 PM,64.604,-7.267,,,,
4429,02/17/2023 05:00:00 PM,64.583,-7.918,,,,
4430,02/17/2023 06:00:00 PM,64.550,-8.580,,,,
4431,02/17/2023 07:00:00 PM,64.536,-8.847,,,,
4432,02/17/2023 08:00:00 PM,64.494,-9.252,,,,
4433,02/17/2023 09:00:00 PM,64.491,-9.525,,,,
4434,02/17/2023 10:00:00 PM,64.483,-9.252,,,,
4435,02/17/2023 11:00:00 PM,64.492,-8.847,,,,
4436,02/18/2023 12:00:00 AM,64.512,-9.117,,,,
4437,02/18/2023 01:00:00 AM,64.570,-8.847,,,,
4438,02/18/2023 02:00:00 AM,64.554,-8.713,,,,
4439,02/18/2023 03:00:00 AM,64.636,-8.847,,,,
4440,02/18/2023 04:00:00 AM,64.610,-8.713,,,,
4441,02/18/2023 05:00:00 AM,64.647,-8.847,,,,
4442,02/18/2023 06:00:00 AM,64.672,-8.580,,,,
4443,02/18/2023 07:00:00 AM,64.691,-8.182,,,,
4444,02/18/2023 08:00:00 AM,64.680,-8.182,,,,
4445,02/18/2023 09:00:00 AM,64.624,-7.527,,,,
4446,02/18/2023 10:00:00 AM,64.599,-7.138,,,,
4447,02/18/2023 11:00:00 AM,64.578,-6.882,,,,
4448,02/18/2023 12:00:00 PM,64.567,-6.882,,,,
4449,02/18/2023 01:00:00 PM,64.561,-7.010,,,,
4450,02/18/2023 02:00:00 PM,64.525,-7.527,,,,
4451,02/18/2023 03:00:00 PM,64.508,-8.314,,,,
4452,02/18/2023 04:00:00 PM,64.545,-9.117,,,,
4453,02/18/2023 05:00:00 PM,64.570,-8.847,,,,
4454,02/18/2023 06:00:00 PM,64.545,-9.117,,,,
4455,02/18/2023 07:00:00 PM,64.537,-9.937,,,,
4456,02/18/2023 08:00:00 PM,64.488,-9.799,,,,
4457,02/18/2023 09:00:00 PM,64.528,-9.662,,,,
4458,02/18/2023 10:00:00 PM,64.499,-9.799,,,,
4459,02/18/2023 11:00:00 PM,64.442,-10.493,,,,
4460,02/19/2023 12:00:00 AM,64.438,-11.200,,,,
4461,02/19/2023 01:00:00 AM,64.463,-11.776,,,,
4462,02/19/2023 02:00:00 AM,64.437,-12.068,,,,
4463,02/19/2023 03:00:00 AM,64.505,-12.658,,,,
4464,02/19/2023 04:00:00 AM,64.511,-12.956,,,,
4465,02/19/2023 05:00:00 AM,64.536,-13.107,,,,
4466,02/19/2023 06:00:00 AM,64.537,-11.631,,,,
4467,02/19/2023 07:00:00 AM,64.527,-10.774,,,,
4468,02/19/2023 08:00:00 AM,64.477,-9.799,,,,
4469,02/19/2023 09:00:00 AM,64.426,-8.847,,,,
4470,02/19/2023 10:00:00 AM,64.221,-6.246,,,,
4471,02/19/2023 11:00:00 AM,64.338,-1.570,,,,
4472,02/19/2023 12:00:00 PM,64.325,-3.316,,,,
4473,02/19/2023 01:00:00 PM,64.298,-3.434,,,,
4474,02/19/2023 02:00:00 PM,64.292,-4.514,,,,
4475,02/19/2023 03:00:00 PM,64.373,-5.620,,,,
4476,02/19/2023 04:00:00 PM,64.406,-7.010,,,,
4477,02/19/2023 05:00:00 PM,64.412,-6.882,,,,
4478,02/19/2023 06:00:00 PM,64.404,-8.182,,,,
4479,02/19/2023 07:00:00 PM,64.383,-9.252,,,,
4480,02/19/2023 08:00:00 PM,64.347,-9.525,,,,
4481,02/19/2023 09:00:00 PM,64.340,-9.662,,,,
4482,02/19/2023 10:00:00 PM,64.322,-9.799,,,,
4483,02/19/2023 11:00:00 PM,64.368,-10.634,,,,
4484,02/20/2023 12:00:00 AM,64.331,-10.916,,,,
4485,02/20/2023 01:00:00 AM,64.350,-11.200,,,,
4486,02/20/2023 02:00:00 AM,64.382,-11.631,,,,
4487,02/20/2023 03:00:00 AM,64.422,-11.922,,,,
4488,02/20/2023 04:00:00 AM,64.366,-12.361,,,,
4489,02/20/2023 05:00:00 AM,64.448,-12.068,,,,
4490,02/20/2023 06:00:00 AM,64.475,-11.344,,,,
4491,02/20/2023 07:00:00 AM,64.482,-10.353,,,,
4492,02/20/2023 08:00:00 AM,64.513,-9.525,,,,
4493,02/20/2023 09:00:00 AM,64.457,-8.447,,,,
4494,02/20/2023 10:00:00 AM,64.291,-2.844,,,,
4495,02/20/2023 11:00:00 AM,64.355,2.195,,,,
4496,02/20/2023 12:00:00 PM,64.391,-1.114,,,,
4497,02/20/2023 01:00:00 PM,64.377,-1.684,,,,
4498,02/20/2023 02:00:00 PM,64.381,-3.316,,,,
4499,02/20/2023 03:00:00 PM,64.447,-5.003,,,,
4500,02/20/2023 04:00:00 PM,64.498,-6.246,,,,
4501,02/20/2023 05:00:00 PM,64.507,-7.657,,,,
4502,02/20/2023 06:00:00 PM,64.534,-8.447,,,,
4503,02/20/2023 07:00:00 PM,64.520,-9.388,,,,
4504,02/20/2023 08:00:00 PM,64.514,-9.937,,,,
4505,02/20/2023 09:00:00 PM,64.522,-10.214,,,,
4506,02/20/2023 10:00:00 PM,64.523,-10.634,,,,
4507,02/20/2023 11:00:00 PM,64.486,-10.916,,,,
4508,02/21/2023 12:00:00 AM,64.449,-11.200,,,,
4509,02/21/2023 01:00:00 AM,64.416,-11.631,,,,
4510,02/21/2023 02:00:00 AM,64.452,-11.776,,,,
4511,02/21/2023 03:00:00 AM,64.445,-11.922,,,,
4512,02/21/2023 04:00:00 AM,64.503,-12.068,,,,
4513,02/21/2023 05:00:00 AM,64.492,-12.068,,,,
4514,02/21/2023 06:00:00 AM,64.534,-11.487,,,,
4515,02/21/2023 07:00:00 AM,64.523,-11.058,,,,
4516,02/21/2023 08:00:00 AM,64.574,-10.493,,,,
